"ano";"tipo";"razon_social";"nombre_establecimiento";"rubro_retc";"region";"comuna";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"establecimiento_destinatario";"comuna_destinatario"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";0,888;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"MADERAS CASTILLA LIMITADA";"NICOLAS SANTAMARIA BONET E HJOS.LTDA.";"Industria manufacturera";"Los Lagos";"Osorno";"Residuos de la transformaciÃ³n de la madera y de la producciÃ³n de tableros y muebles, pasta de papel, papel y cartÃ³n";"Residuos de la transformaciÃ³n de la madera y de la producciÃ³n de tableros y muebles";"Serrín, virutas, recortes, madera, tableros de partículas y chapas distintos de los mencionados en el código 03 01 04";"Co-incineración";"Valorización";30;NA;NA;NA
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Papel y cartón";"Co-procesamiento";"Valorización";0,898;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";9,03;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Papel y cartón";"Co-procesamiento";"Valorización";1,747;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";1,66;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";6,51;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";0,074;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"SOCIEDAD CONCESIONARIA COSTANERA NORTE S A";"OBRAS PADRE ARTEAGA";NA;"Metropolitana de Santiago";"Lo Barnechea";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Lodos de fosas sépticas";"Co-procesamiento";"Valorización";40,2;NA;"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS MAPOCHO TREBAL";"Padre Hurtado"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";4,821;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";1,039;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";2,77;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"WATT'S  S.A.";"WATTS LONQUÃ‰N";"Producción de alimentos";"Metropolitana de Santiago";"San Bernardo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Madera distinta de la especificada en el código 19 12 06";"Incineración con recuperación de energía";"Valorización";18,92;NA;"CORDILLERA";"Puente Alto"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";5,889;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos no especificados en otro capÃ­tulo de la lista";"Lotes de productos fuera de especificaciÃ³n y productos no utilizados";"Residuos inorgánicos distintos de los especificados en el código 16 03 03";"Co-procesamiento";"Valorización";2,68;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";0,133;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";0,46;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";1,26;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";0,076;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";0,32;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";1,81;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos no especificados en otro capÃ­tulo de la lista";"Lotes de productos fuera de especificaciÃ³n y productos no utilizados";"Residuos inorgánicos distintos de los especificados en el código 16 03 03";"Co-procesamiento";"Valorización";16,98;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"LABORATORIO DUKAY S A";"LABORATORIO DUKAY S A";"Producción química";"Metropolitana de Santiago";"Lampa";"Residuos no especificados en otro capÃ­tulo de la lista";"Lotes de productos fuera de especificaciÃ³n y productos no utilizados";"Residuos orgánicos distintos de los especificados en el código 16 03 05";"Co-procesamiento";"Valorización";7,07;NA;"RECYCLING 2";"Lampa"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";0,89;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparaciÃ³n y elaboraciÃ³n de alimentos";"Residuos de la preparaciÃ³n y elaboraciÃ³n de frutas, hortalizas, cereales, aceites comestibles, cacao, cafÃ©, tÃ© y tabaco; producciÃ³n de conservas; producciÃ³n de levadura y extracto de levadura, preparaciÃ³n y fermentaciÃ³n de melazas";"Materiales inadecuados para el consumo o la elaboración";"Co-procesamiento";"Valorización";9,5;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";2,22;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"VINA VIK LIMITADA";"VIÃ‘A VIK LIMITADA";"Industria agropecuaria y silvicultura";"Libertador Gral. Bernardo O'Higgins";"San Vicente";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Vidrio";"Co-procesamiento";"Valorización";17,14;NA;"VERALLIA CHILE SA";"Rengo"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";2,33;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";1,61;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";1,5;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"LABORATORIOS RECALCINE SA";"LABORATORIOS RECALCINE S.A";"Producción química";"Metropolitana de Santiago";"Quinta Normal";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Metales";"Co-procesamiento";"Valorización";4,17;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";7,92;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";0,479;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"RECAUCHAJES MINEROS BAILAC LIMITADA";"RECAUCHAJES MINEROS BAILAC - COLINA";"Industria manufacturera";"Metropolitana de Santiago";"Colina";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Co-procesamiento";"Valorización";46;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";0,77;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"INDUSTRIA DE ALIMENTOS DOS EN UNO SOCIEDAD ANONIMA";"PLANTA BICENTENARIO";"Producción de alimentos";"Metropolitana de Santiago";"Cerrillos";"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparaciÃ³n y elaboraciÃ³n de alimentos";"Residuos de la preparaciÃ³n y elaboraciÃ³n de carne, pescado y otros alimentos de origen animal";"Materiales inadecuados para el consumo o la elaboración";"Co-procesamiento";"Valorización";42,2;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"VINA MORANDE S A";"VIÃ‘A MORANDÃ‰ S.A.";"Industria agropecuaria y silvicultura";"Libertador Gral. Bernardo O'Higgins";"Malloa";"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparaciÃ³n y elaboraciÃ³n de alimentos";"Residuos de la producciÃ³n de bebidas alcohÃ³licas y no alcohÃ³licas (excepto cafÃ©, tÃ© y cacao)";"Residuos no especificados en otra categoría";"Co-procesamiento";"Valorización";52,88;NA;"VERALLIA CHILE SA";"Rengo"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases de plástico";"Co-procesamiento";"Valorización";0,052;NA;"RECYCLING 2";"Lampa"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";2,99;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";0,34;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"GERDAU AZA S A";"PLANTA RENCA";"Producción de metal";"Metropolitana de Santiago";"Renca";"Residuos de procesos tÃ©rmicos";"Residuos de la industria del hierro y del acero";"Otros lodos y tortas de filtración";"Co-procesamiento";"Valorización";564,21;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";5,368;NA;"COACTIVA";"Tiltil"
